자료생성년월,사업장명,업종,시도,사업장형태,적용일자,가입자수,당월고지금액,신규취득자수,상실가입자수
2026-07,(주)대한과학,의료 기기 도매업,강원특별자치도,법인,1988-01-01,106,40365740,0,0
2026-07,경남육아종합지원센터(대체교사),BIZ_NO미존재사업장,경상남도,법인,2011-03-01,38,8204580,0,0
2026-07,더블유에셋주식회사,보험 대리 및 중개업,서울특별시,법인,2008-03-05,50,15891300,0,0
2026-07,의료법인 대덕의료재단,해당없음,대구광역시,법인,1998-05-07,42,11154280,4,1
2026-07,주식회사파이버프로,전자 감지장치 제조업,대전광역시,법인,2022-03-10,150,67308340,0,3
2026-07,대자인병원,일반의원,전북특별자치도,개인,2008-04-01,1174,406238540,34,33
2026-07,(주)에르모어,전자상거래 소매업,경기도,법인,2017-07-01,96,29137280,10,11
2026-07,(주)인건토건/일용/신한울3 4호기 주설비공사 중 철근콘크리트공사 3공구,유리 및 창호 공사업,경상북도,법인,2025-04-01,85,46631020,15,0
2026-07,주식회사 라신반코리아(LASHINBANG KOREA LIMITED),장난감 및 취미  오락용품 도매업,서울특별시,법인,2024-03-04,37,5719200,0,0
2026-07,주식회사싼카,상품 종합 도매업,경기도,법인,2018-03-01,36,9984420,2,4
2026-07,우영산업（주）광주공장,그 외 자동차용 신품 부품 제조업,전남광주통합특별시,법인,2004-09-01,98,57610440,0,1
2026-07,(주)에스비테크/일용/(화성)25년 생산설비 독립기초 파티션시공철거 공사,기타 구조용 금속제품 제조업,경기도,법인,2025-10-01,67,20521660,1,0
2026-07,주식회사미래종합아울렛물류,생활용 유리ㆍ요업ㆍ목재ㆍ금속제품 및 날붙이 도매업,경기도,법인,2012-07-12,40,12680380,2,0
2026-07,(주)더엠커뮤니케이션즈,애완 동물 장묘 및 보호 서비스업,서울특별시,법인,2005-12-21,98,21066420,1,2
2026-07,(주)성원아이앤디,그 외 자동차용 신품 부품 제조업,경상남도,법인,2013-07-11,36,12854300,0,1
2026-07,주한미군사령부서울충당,BIZ_NO미존재사업장,경기도,법인,1988-01-01,6473,3167609120,46,25
2026-07,스트라우만덴탈코리아주식회사,의료 기기 도매업,서울특별시,법인,1997-10-09,45,21574920,2,0
2026-07,참실버케어,노인 양로 복지시설 운영업,경기도,법인,2010-05-14,31,7732620,0,0
2026-07,국립나주병원,비주거용 건물 임대업(점포  자기땅),전남광주통합특별시,법인,2000-03-01,63,17591160,1,0
2026-07,삼환환경(주),그 외 기타 분류 안된 비금속 광물제품 제조업,경기도,법인,1997-01-01,30,10738740,2,2
2026-07,부산지방국세청,BIZ_NO미존재사업장,부산광역시,법인,2001-01-01,853,184193340,665,89
2026-07,주원테크주식회사,절삭 가공 및 유사 처리업,충청남도,법인,2023-10-01,33,8240660,0,0
2026-07,주시회사 유니엘,상용 인력 공급 및 인사관리 서비스업,경기도,법인,2025-04-01,30,6794420,5,4
2026-07,주식회사신안건설산업개발/일용/연세대학교 국제캠퍼스 YSP기숙사 건립공사 중 철근콘크리트공사,유리 및 창호 공사업,인천광역시,법인,2025-11-07,44,17605700,12,1
2026-07,에스케이하이스텍주식회사,시설물 유지관리 공사업,경기도,법인,2008-03-15,254,156931380,5,1
2026-07,(주)케이엠 안성공장,그 외 기타 고무제품 제조업,경기도,법인,1996-12-01,87,31335400,1,1
2026-07,(주)바로건설기술,기타 엔지니어링 서비스업,서울특별시,법인,2001-05-08,87,39585580,1,0
2026-07,주식회사정후산업,선박 구성 부분품 제조업,전남광주통합특별시,법인,2020-10-05,163,66418280,2,1
2026-07,주식회사리젠바이오,그 외 기타 의료용 기기 제조업,경기도,법인,2020-08-14,30,10260160,3,3
2026-07,주식회사 엘오에이,전자상거래 소매업,서울특별시,법인,2009-01-12,59,13943240,1,8
2026-07,(주)스튜디오 애니멀,,경기도,법인,2006-03-01,41,12003740,0,0
2026-07,주식회사 바이오컴플릿,의료용 기구 소매업,서울특별시,법인,2016-11-01,32,10804960,0,2
2026-07,(주)일흥,그 외 자동차용 신품 부품 제조업,경기도,법인,1988-01-01,344,171100640,5,5
2026-07,금양그린파워(주)/일용/[이천캠퍼스]26년 하반기 P&T5  TSV 영수선 전기공사,기타 토목 시설물 건설업,경기도,법인,2025-08-22,30,11229080,30,0
2026-07,(주)디와이시/울산 현대차 C-프로젝트 신축공사(수소연료전지공장)(2공구),배관 및 냉ㆍ난방 공사업,울산광역시,법인,2025-12-17,91,47858040,56,91
2026-07,시리얼마이크로일렉트로닉스코리아(주),전기용 기계ㆍ장비 및 관련 기자재 도매업,경기도,법인,1988-03-01,51,22692660,2,2
2026-07,주식회사파켓(ParketInc),전자상거래 소매업,서울특별시,법인,2016-01-01,119,39444660,13,12
2026-07,닥터쁘띠의원,일반의원,서울특별시,개인,2019-01-01,32,7769360,0,1
2026-07,더한한의원 원외탕전실,한의약품 제조업,전남광주통합특별시,개인,2018-04-01,48,12592580,0,0
2026-07,디온리오토모티브주식회사,그 외 자동차용 신품 부품 제조업,경기도,법인,2007-09-01,37,9938640,0,0
2026-07,롤랜드버거 유한회사,경영 컨설팅업,서울특별시,법인,2012-06-11,59,27491500,11,11
2026-07,쿠우쿠우 양산점,한식 일반 음식점업,경상남도,개인,2025-05-20,34,10117340,2,8
2026-07,예인건설(주)/일용/안동 용상동 공동주택 신축공사 중 철근콘크리트 공사,도장 공사업,경상북도,법인,2025-05-28,37,17463360,6,0
2026-07,이끌림치과의원,치과의원,충청북도,개인,2014-01-01,50,16274940,1,2
2026-07,(주)핫셀러,전자상거래 소매업,서울특별시,법인,2019-12-16,38,14999120,0,0
2026-07,주식회사와이오케이푸드,상품 종합 도매업,충청북도,법인,2019-01-02,61,13464340,6,7
2026-07,나은병원,요양병원,전북특별자치도,개인,2008-03-25,64,18104280,2,2
2026-07,시립은평청소년센터,BIZ_NO미존재사업장,서울특별시,법인,2003-09-01,30,8763900,0,0
2026-07,(주)인화 베바스토지점,BIZ_NO미존재사업장,울산광역시,법인,2011-12-19,165,39130200,17,17
2026-07,(주)네패스,접착제 및 젤라틴 제조업,충청북도,법인,1992-04-09,1130,471419940,39,31
2026-07,(주)정진넥스텍,기타 반도체 소자 제조업,경기도,법인,2002-11-01,174,73790140,2,0
2026-07,세인트힐요양병원,요양병원,경기도,법인,2024-11-01,38,10754540,5,2
2026-07,남부공항서비스주식회사,기타 항공 운송지원 서비스업,부산광역시,법인,2019-12-03,1252,432661240,10,29
2026-07,(주)고려산기,BIZ_NO미존재사업장,경상남도,법인,1996-09-19,42,17999520,0,0
2026-07,온누리택시주식회사,택시 운송업,부산광역시,법인,2014-04-01,87,13378760,11,4
2026-07,(주)세진엘리베이터,배관 및 냉ㆍ난방 공사업,경기도,법인,2007-06-01,39,15975460,0,5
2026-07,롯데지알에스(주),치킨 전문점,서울특별시,법인,1988-01-01,2735,881945760,183,188
2026-07,주식회사 담스테크,컴퓨터 및 주변장치  소프트웨어 소매업,경기도,법인,2013-01-01,60,24011360,1,1
2026-07,(주)아름누리,그 외 기타 종합 소매업,충청북도,법인,2021-02-08,258,64870140,0,2
2026-07,(주)제이테크놀러지,컴퓨터 제조업,경상북도,법인,1999-01-01,46,13638960,0,0
2026-07,(주)디아이테크,기타 반도체 소자 제조업,충청북도,법인,2025-04-01,58,18078820,0,0
2026-07,주식회사다울산업개발/(일용)파주운정3 A3BL 공공지원민간임대주택사업 중 기계설비공사,건물용 기계ㆍ장비 설치 공사업,경기도,법인,2025-06-25,36,15566580,10,0
2026-07,회룡건설(주)/일용/분당 무지개마을 4단지 아파트 리모델링 사업(시공) 실내건축공사,도배  실내 장식 및 내장 목공사업,경기도,법인,2025-07-15,43,17060220,8,0
2026-07,（주）만재물류,화물 포장  검수 및 계량 서비스업,경기도,법인,2014-01-01,82,29872280,0,8
2026-07,삼성서울유외과의원,일반의원,서울특별시,개인,2018-03-12,31,10546320,5,4
2026-07,주식회사코지하우스코리아,도배  실내 장식 및 내장 목공사업,부산광역시,법인,2023-08-09,159,35443540,28,22
2026-07,종로재가복지센터,노인 양로 복지시설 운영업,서울특별시,법인,2021-07-01,30,4524500,2,2
2026-07,동행동물의료센터,수의업,부산광역시,개인,2021-06-10,32,9388320,5,4
2026-07,(주)경기고속,시외버스 운송업,경기도,법인,1988-01-01,1676,774601700,37,29
2026-07,(주)금강서비스,기타 물품 취급장비 제조업,충청북도,법인,1998-10-01,53,28118420,8,4
2026-07,(주)유니젯,전기용 기계ㆍ장비 및 관련 기자재 도매업,경기도,법인,2004-11-01,92,43171760,5,0
2026-07,씨제이리테일원 주식회사,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,서울특별시,법인,2002-10-01,1471,485509320,10,21
2026-07,경방신약(주),한의약품 제조업,인천광역시,법인,1999-10-10,131,44038580,1,6
2026-07,네이버 주식회사,데이터베이스 및 온라인 정보 제공업,경기도,법인,1999-06-29,5141,3100167260,83,74
2026-07,（주）우노텍/일용/송도역세권구역 A3BL 공동주택 신축공사 중 내장공사,도배  실내 장식 및 내장 목공사업,인천광역시,법인,2025-09-09,43,20443260,13,9
2026-07,（주）인화엔지니어링,그 외 기타 분류 안된 사업 지원 서비스업,울산광역시,법인,2009-05-01,63,20325020,0,0
2026-07,에스지엔(주),유선 통신장비 제조업,경기도,법인,2011-07-11,30,11271340,5,5
2026-07,주식회사서플라이스(SUPPLIES),전자상거래 소매업,서울특별시,법인,2017-08-01,533,105249840,69,71
2026-07,신한투자증권(주),증권 중개업,서울특별시,법인,1988-01-01,2575,1520392800,73,29
2026-07,(주)성호기업,금속류 원료 재생업,경상북도,법인,2003-02-19,67,27075740,0,1
2026-07,（주）한국교량-(상용)경도대교 1 2 해상교량공사,유리 및 창호 공사업,전남광주통합특별시,법인,2024-05-27,50,14932040,5,5
2026-07,(주)우신기연,기타 반도체 소자 제조업,경기도,법인,1994-01-20,90,33830380,8,1
2026-07,(주)키스템프그룹,고용 알선업,서울특별시,법인,2006-01-27,1220,299963260,80,71
2026-07,주식회사 엘엑스세미콘,기타 반도체 소자 제조업,대전광역시,법인,1999-11-01,1374,800778100,17,9
2026-07,주식회사 무신사,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2012-07-01,2177,1076225940,84,94
2026-07,동대문구보건소,BIZ_NO미존재사업장,서울특별시,법인,2004-06-01,60,17189760,5,6
2026-07,에스케이증권(주),그 외 기타 금융 지원 서비스업,서울특별시,법인,1988-01-01,811,444186740,15,24
2026-07,다믈파워반도체유한회사,전기용 기계ㆍ장비 및 관련 기자재 도매업,경기도,법인,2019-02-01,78,41007100,0,0
2026-07,메가존클라우드주식회사,응용 소프트웨어 개발 및 공급업,경기도,법인,2018-08-01,1687,764397180,43,46
2026-07,인창재가노인지원서비스센터,BIZ_NO미존재사업장,부산광역시,법인,2020-03-01,41,6066140,3,0
2026-07,주식회사 위드커,주거용 건물 개발 및 공급업,서울특별시,법인,2004-05-01,113,26857760,6,3
2026-07,카리스요양병원,요양병원,경기도,개인,2012-06-05,40,11881600,4,5
2026-07,오피전력기술(주),가전제품 및 부품 도매업,경기도,법인,2006-02-01,36,16527540,0,0
2026-07,아마존웹서비시즈코리아 유한책임회사,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,서울특별시,법인,2015-01-19,1030,623582680,13,17
2026-07,외식명가 삼산정,한식 일반 음식점업,울산광역시,법인,2025-12-01,40,12322920,4,4
2026-07,아산볼트기업,철물  금속 파스너 및 수공구 도매업,경기도,개인,2011-07-01,35,11401140,1,1
2026-07,의료법인 신생의료재단 센트럴병원,요양병원,부산광역시,법인,2019-01-01,288,93758320,4,10
2026-07,(주)지니틱스(Zinitix Co. Ltd.),기타 반도체 소자 제조업,경기도,법인,2018-09-01,77,39913640,0,1
2026-07,(주)디티피아,스크린 인쇄업,서울특별시,법인,2000-01-10,62,17476680,1,0
2026-07,(주)대양오토,그 외 자동차용 신품 부품 제조업,울산광역시,법인,2012-10-02,84,27010640,11,12
2026-07,유한회사 씨네드림,영화관 운영업,전남광주통합특별시,법인,2014-05-01,35,3279340,6,5
2026-07,대주중공업(주)/일용/용인cluster1기 구축공사 중 철골공사-6,육상 금속 골조 구조재 제조업,경기도,법인,2025-09-26,67,41306900,12,1
2026-07,성진영농조합법인,채소류  서류 및 향신작물류 도매업,경상북도,법인,2003-04-01,54,19312600,0,6
2026-07,(주)트리엔,기어 및 동력전달장치 제조업,경상북도,법인,2005-06-01,36,13875260,1,2
2026-07,씽씽(singsing)병원,그 외 기타 보건업,경상남도,개인,2021-03-22,55,18959160,0,2
2026-07,한국대학교육협의회,기타 인문 및 사회과학 연구개발업,서울특별시,법인,1988-01-01,126,51640240,7,3
2026-07,에스비테크_기능,기타 구조용 금속제품 제조업,충청북도,법인,2025-10-01,68,28670240,0,0
2026-07,주식회사더오픈프로덕트,BIZ_NO미존재사업장,서울특별시,법인,2015-10-01,40,11730360,4,5
2026-07,(주)신한전자,기타 반도체 소자 제조업,충청북도,법인,1988-01-01,50,17581000,1,1
2026-07,청아세무회계,세무사업,인천광역시,개인,2019-06-04,34,8922620,0,1
2026-07,(주)솔텍시스템,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2003-10-13,34,13132860,0,0
2026-07,(주)에이스토리,BIZ_NO미존재사업장,서울특별시,법인,2004-01-01,37,15085920,0,0
2026-07,케이스티파이유한회사,가방 및 보호용 케이스 도매업,서울특별시,법인,2021-10-01,228,48566720,27,11
2026-07,글로텍주식회사,BIZ_NO미존재사업장,충청북도,법인,2010-08-17,99,44134760,0,20
2026-07,환경이엔지(주)/일용/반포주공1단지(1.2.4주구) 주택재건축 공조.소방설비(3공구),미장  타일 및 방수 공사업,서울특별시,법인,2024-12-16,93,39198400,17,21
2026-07,의료법인 이라의료재단,BIZ_NO미존재사업장,충청남도,법인,2014-12-02,89,24838180,1,7
2026-07,(주)창선건설/일용/평택브레인시티공동주택신축공사중건축 기계 토목 조경공사 중 철근콘크리트공사(1공구),유리 및 창호 공사업,경기도,법인,2026-02-03,81,37429980,53,0
2026-07,(주)신세계아이앤씨,응용 소프트웨어 개발 및 공급업,서울특별시,법인,1997-05-01,1271,712220800,5,9
2026-07,선우플랜트엔지니어링(주),기타 엔지니어링 서비스업,서울특별시,법인,1992-01-01,60,23250860,2,0
2026-07,주식회사델리바이오(Deli-bio),경영 컨설팅업,인천광역시,법인,2022-07-11,47,13854080,5,5
2026-07,경찰대학-신임교육생,비주거용 건물 임대업(점포  자기땅),충청남도,법인,2019-03-04,64,12412440,15,0
2026-07,에이앤케이(AnK)특허법률사무소,변리사업,서울특별시,개인,2017-12-04,71,31961280,3,0
2026-07,(주)한국아트체인,목재 도구 및 주방용 나무제품 제조업,경기도,법인,1992-04-14,36,10045940,0,0
2026-07,나눔과 기쁨방문요양센터,그 외 기타 보건업,충청남도,개인,2014-09-01,31,4208680,4,4
2026-07,해맑은요양병원,요양병원,전북특별자치도,개인,2017-04-03,48,14076900,1,0
2026-07,(주)헤드아이티,컴퓨터 및 주변장치  소프트웨어 도매업,전북특별자치도,법인,2002-09-30,47,16421500,0,0
2026-07,원일건설기업 주식회사/일용/대조제1구역 주택재개발 중 습식공사(2BL),미장  타일 및 방수 공사업,서울특별시,법인,2025-01-24,30,12102860,6,12
2026-07,한국해양대학교소비자생활협동조합,기관 구내식당업,부산광역시,법인,2012-01-01,30,7260000,0,0
